thresh,recall,specificity,average_accuracy,TP,FP,TN,FN
0.1,0.0,1.0,0.5,0,0,1330,10
0.15,0.0,1.0,0.5,0,0,1330,10
0.2,0.0,1.0,0.5,0,0,1330,10
0.25,0.0,1.0,0.5,0,0,1330,10
0.3,0.0,1.0,0.5,0,0,1330,10
0.35,0.0,1.0,0.5,0,0,1330,10
0.4,0.0,1.0,0.5,0,0,1330,10
0.45,0.0,1.0,0.5,0,0,1330,10
0.5,0.0,1.0,0.5,0,0,1330,10
0.55,0.0,1.0,0.5,0,0,1330,10
0.6,0.0,0.9992481203007518,0.4996240601503759,0,1,1329,10
0.65,0.1,0.9984962406015038,0.5492481203007519,1,2,1328,9
0.7,0.3,0.9984962406015038,0.6492481203007519,3,2,1328,7
0.75,0.5,0.9984962406015038,0.7492481203007519,5,2,1328,5
0.8,0.7,0.9984962406015038,0.8492481203007518,7,2,1328,3
0.85,0.6,0.9977443609022556,0.7988721804511278,6,3,1327,4
0.9,0.6,0.9954887218045113,0.7977443609022556,6,6,1324,4
0.95,0.6,0.9954887218045113,0.7977443609022556,6,6,1324,4
1.0,0.6,0.9954887218045113,0.7977443609022556,6,6,1324,4
