thresh,recall,specificity,average_accuracy,TP,FP,TN,FN
0.1,0.0,1.0,0.5,0,0,1330,10
0.15,0.0,1.0,0.5,0,0,1330,10
0.2,0.0,1.0,0.5,0,0,1330,10
0.25,0.0,1.0,0.5,0,0,1330,10
0.3,0.0,1.0,0.5,0,0,1330,10
0.35,0.0,1.0,0.5,0,0,1330,10
0.4,0.0,1.0,0.5,0,0,1330,10
0.45,0.0,0.9992481203007518,0.4996240601503759,0,1,1329,10
0.5,0.0,0.9992481203007518,0.4996240601503759,0,1,1329,10
0.55,0.0,0.9992481203007518,0.4996240601503759,0,1,1329,10
0.6,0.0,0.9992481203007518,0.4996240601503759,0,1,1329,10
0.65,0.2,0.9992481203007518,0.599624060150376,2,1,1329,8
0.7,0.3,0.9992481203007518,0.6496240601503759,3,1,1329,7
0.75,0.5,0.9992481203007518,0.7496240601503759,5,1,1329,5
0.8,0.5,0.9969924812030075,0.7484962406015038,5,4,1326,5
0.85,0.6,0.9969924812030075,0.7984962406015037,6,4,1326,4
0.9,0.7,0.9962406015037594,0.8481203007518796,7,5,1325,3
0.95,0.7,0.9962406015037594,0.8481203007518796,7,5,1325,3
1.0,0.7,0.9962406015037594,0.8481203007518796,7,5,1325,3
