thresh,recall,specificity,average_accuracy,TP,FP,TN,FN
0.1,0.6,1.0,0.8,6,0,1330,4
0.15,0.3,1.0,0.65,3,0,1330,7
0.2,0.3,1.0,0.65,3,0,1330,7
0.25,0.1,1.0,0.55,1,0,1330,9
0.3,0.2,1.0,0.6,2,0,1330,8
0.35,0.1,1.0,0.55,1,0,1330,9
0.4,0.1,1.0,0.55,1,0,1330,9
0.45,0.1,1.0,0.55,1,0,1330,9
0.5,0.1,0.9992481203007518,0.5496240601503759,1,1,1329,9
0.55,0.1,0.9992481203007518,0.5496240601503759,1,1,1329,9
0.6,0.1,0.9992481203007518,0.5496240601503759,1,1,1329,9
0.65,0.2,0.9992481203007518,0.599624060150376,2,1,1329,8
0.7,0.3,0.9992481203007518,0.6496240601503759,3,1,1329,7
0.75,0.5,0.9992481203007518,0.7496240601503759,5,1,1329,5
0.8,0.6,0.9984962406015038,0.7992481203007519,6,2,1328,4
0.85,0.6,0.9962406015037594,0.7981203007518797,6,5,1325,4
0.9,0.6,0.9954887218045113,0.7977443609022556,6,6,1324,4
0.95,0.6,0.9954887218045113,0.7977443609022556,6,6,1324,4
1.0,0.6,0.9954887218045113,0.7977443609022556,6,6,1324,4
