thresh,recall,specificity,average_accuracy,TP,FP,TN,FN
0.1,0.0,1.0,0.5,0,0,610,10
0.15,0.0,1.0,0.5,0,0,610,10
0.2,0.1,1.0,0.55,1,0,610,9
0.25,0.3,1.0,0.65,3,0,610,7
0.3,0.5,0.9983606557377049,0.7491803278688525,5,1,609,5
0.35,0.6,0.9983606557377049,0.7991803278688525,6,1,609,4
0.4,0.7,0.9983606557377049,0.8491803278688524,7,1,609,3
0.45,0.7,0.9983606557377049,0.8491803278688524,7,1,609,3
0.5,0.7,0.9983606557377049,0.8491803278688524,7,1,609,3
0.55,0.7,0.9983606557377049,0.8491803278688524,7,1,609,3
0.6,0.8,0.9983606557377049,0.8991803278688525,8,1,609,2
0.65,0.9,0.9983606557377049,0.9491803278688524,9,1,609,1
0.7,0.9,0.9983606557377049,0.9491803278688524,9,1,609,1
0.75,0.9,0.9983606557377049,0.9491803278688524,9,1,609,1
0.8,0.9,0.9983606557377049,0.9491803278688524,9,1,609,1
0.85,0.9,0.9983606557377049,0.9491803278688524,9,1,609,1
0.9,0.9,0.9983606557377049,0.9491803278688524,9,1,609,1
0.95,0.9,0.9983606557377049,0.9491803278688524,9,1,609,1
1.0,0.9,0.9983606557377049,0.9491803278688524,9,1,609,1
